Bindeglied zu Hausverwaltung;Name;Adresse;Ort;PLZ;EU-Kunde;Name 5;Leistungszeitraum;Kopftext
ONLINE;Gumpendorferstraße 35;;Wien;1060;6;nz;;Ermione Immobilieninvest GmbH    
IMV;Gumpendorferstraße 5-5a Fenster;;Wien;1060;6;04 10;Fr. Savir, 0699/11581566; Ärztekammer für Steiermark   
;Gumpendorferstraße 81;;Wien;1060;6;nz;;    
Nemeth;Gumpendorferstraße 88a;;Wien;1060;6;04 10;;WEG der Liegenschaft  Gumpendorferstraße 88 1060 Wien
IMV;Gumpendorferstraße 9;;Wien;1060;6;04 10 ;;ATU28608502 Ärztekammer für  Steiermark   
IMV;Gumpendorferstraße 9 Fenster;;Wien;1060;6;04 10;;ATU28608502 Ärztekammer für  Steiermark   
Arealis;Gunoldstraße 16;;Wien;1190;19;6;; An die Hausinhabung des Hauses Gunoldstraße 16 1190 Wien
Resag Home;Günthergasse 2;;Wien;1090;9;6;;HI des Hauses  Günthergasse 2 1090 Wien
Stejskal;Güpferlingstraße 6/Lascygasse 29;;Wien;1170;17;10;Fr. Jovanovic, 01/9237215;WEG  Güpferlingstraße. 6/Lascygasse 29 1170 Wien
IS Immobilien;Gurkgasse 30;;Wien;1140;14;nz;; HI des Hauses Gurkgasse 30 1140 Wien
Energeia;Gurkgasse 35;;Wien;1140;14;9;;HI des Hauses  Gurkgasse 35 1140 Wien
IMV;Gurkgasse 51;;Wien;1140;14;4;Nein, ; PREMIUM Gurkgasse 51 GmbH & Co KG   
Areal;Gusenleithnergasse 11;;Wien;1140;14;3;; HI des Hauses Gusenleithnergasse 11 1140 Wien
;Gusenleithnergasse 30/Moßbachergasse 31;;Wien;1140;14;nz;Fr. Steiner, 01/9443344;WEG  Gusenleithnergasse 3o/Moßbachergasse 31 1140 Wien
Buwog FM;Gymnasiumstraße 28/Michaelastraße 32;;Wien;1180;18;05 11;;IMMOFINANZ Metis Anlagen Leasing GmbH   
Scheer;Gymnasiumstraße 35;;Wien;1180;18;03 07 11;; Hausinhabung Gymnasiumstraße 35 1180 Wien
PCC;Gymnasiumstraße 36;;Wien;1180;18;nz;;WEG Gymnasiumstraße 36, 1180 Wien    
Scheer;Gymnasiumstraße 37;;Wien;1180;18;03 06 11;; Hausinhabung Gymnasiumstraße 37 1180 Wien
Örag;Gymnasiumstraße 58;;Wien;1190;19;6;;Wüstenrot Versicherungs-AG    
Schönere Zukunft;H. Böcklingerstraße;;Krems;3500;0;nz;;WEG  H. Böcklingerstraße 3500 Krems
ÖVW-M;Habichergasse 20;;Wien;1160;16;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Habichergasse 20 1160 Wien"
ÖVW-M;Habichergasse 43;;Wien;1160;16;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Habichergasse 43 1160 Wien"
IMV;Hackenberggasse 44;;Wien;1190;19;05 11;Nein, ; WEG Hackenberggasse 44   
Schönere Zukunft;Hadersdorfer Hauptstr. 136;;Wien;1140;14;05 11;Hr. Lazic, 0699/10043199;WEG  Hadersdorfer Hauptstraße 136 1140 Wien
Schönere Zukunft;Hadersdorfer Hauptstr. 180-180a;;Wien;1140;14;03 07 11;Fr. Jovicic, 01/9796875;WEG  Hadersdorfer Hauptstraße 180-180a 1140 Wien
Schönere Zukunft1;Hadersdorfer Hauptstraße 140;;Wien;1140;14;11;Hr. Lekic, 0664/4144365;    
;Hadersdorfer Hauptstraße 150 Haus 1-11;;Wien;1140;14;nz;Nein, ;    
ÖVW-E;Hafengasse 1;;Wien;1030;3;nz;; An die HGM Hafengasse 1 1030 Wien
Steinbrecher;Hägelingasse 3/Kendlerstraße 2;;Wien;1140;14;9;;An die HI des Hauses  Hägelingasse 3 1140 Wien
Steinbrecher;Hägelingasse 4-6;;Wien;1140;14;9;;An die HI des Hauses  Hägelingasse 4-6 1140 Wien
Argos;Hagenmüllergasse 7;;Wien;1030;3;04 10;; HI des Hauses Hagenmüllergasse 7 1030 Wien
Schmid;Haidgasse 8;;Wien;1020;2;04 10;; Hi des Hauses Haidgasse 8 1020 Wien
Resag Home;Haidmanngasse 9/17;;Wien;1150;15;nz;;HI des Hauses  Haidmanngasse 9/17 1150 Wien
ONLINE;Hainburger Straße 20;;Wien;1030;3;04 10;;Palmers AG    
IMV;Hainburger Straße 27;;Wien;1030;3;5;;Dr. Manfred HEIDER    
;Hainburger Straße 47;;Wien;1030;3;nz;;MEG 1030 Wien Hainburgerstraße 47 Constantia Treuhand u. Vermögensberatung AG   
IMV;Halbgasse 15;;Wien;1070;7;3;;WEG Halbgasse 15    
IMV;Halbgasse 1A;;Wien;1070;7;4;;MEG Halbgasse 1a ATU65459318   
IMV;Halbgasse 20;;Wien;1070;7;3;Nein, ; PREMIUM Halbgasse 20 GmbH & Co KG   
Leissner;Halbgasse 22;;Wien;1070;7;05 11;; Dachrinnenreinigung Objekt 18   
Neue HV Prokop;Halbgasse 25;;Wien;1070;7;nz;Nein, ;Hausinhabung  Halbgasse 25 1070 Wien
Home Clean;Halbgasse 8;;Wien;1070;7;nz;;    
HV Zickler;Hameaustraße 19;;Wien;1190;19;11;;An die WEG  Hameaustraße 19 1190 Wien
IMV;Hamiltongasse 5-9/Isbarygasse 18;;Wien;1140;14;05 11;Nein, ; WEG Hamiltongasse 5-9/Isbarygasse 18   
Arealis;Handelskai 340;;Wien;1023;2;7;; An die Hausinhabung des Hauses Handelskai 340 1023 Wien
Schönere Zukunft;Hans Grubergasse 1;;Korneuburg;2100;;nz;Fr. Neumayer, ;WEG  Hans Grubergasse 1 2100 Korneuburg
Schönere Zukunft;Hans Plöckinger-Straße 11;;Krems;3500;0;5;; WEG Hans Plöckinger-Straße 11 2500 Krems
Marko;Hanslweg 30;;St. Andrä-Wördern;3423;0;6;;    
Schönere Zukunft1;Harbach 58;;Harbach;3970;0;6;;    
Neues Leben;Hardeggasse 69-71;;Wien;1220;22;11;;An die WEG Hardeggasse 69-71   
Richter;Hardtgasse 13;;Wien;1190;19;4;Nein, ;Dr. Herbert Koch    
Resag Business;Hartäckerstraße 77;;Wien;1190;19;nz;;    
IS Immobilien;Hartlgasse 17;;Wien;1200;20;9;; Miteigentümergemeinschaft Hartlgasse 17 1200 Wien
Varga;Hartlgasse 21;;Wien;1200;12;nz;;Hartlgasse 21 Verwaltungs-GmbH    
Dattl;Hasengasse 53/Fernhorngasse 5;;Wien;1100;10;8;;An die Hausinhabung des Hauses  Hasengasse 53 1100 Wien
IMV;Hasenhutgasse 5-11;;Wien;1120;12;3;;WEG 1120 Wien, Hasenhutgasse 5-11    
Resag Home;Hasnerstraße 27/Neumayrgasse 23;;Wien;1160;16;3;; WEG Hasnerstraße 27/Neumayrgasse 23 1160 Wien
HV Zickler;Hasnerstraße 81;;Wien;1160;16;nz;; HI des Hauses Hasnerstraße 81 1160 Wien
Schmiedehausen;Hasnerstraße 93;;Wien;1160;16;nz;;Premium Bauträger  Ziegelofengasse 33 1050 Wien
Steinbrecher;Haspingergasse 1-3;;Wien;1080;8;04 10;;An die Hausinhabung des Hauses  Haspingergasse 1-3 1080 Wien
IMV IMV;Hauffgasse 3-5;;Wien;1110;11;05 11;;Eomer Immob. GmbH & CO OG ATU65332605   
Resag Home;Hauptplatz 18;;Wr. Neustadt;2700;0;4;; HI des Hauses Hauptplatz 18 2700 Wr. Neustadt
Schönere Zukunft1;Hauptplatz 2;;Neusiedl/Zaya;2183;;nz;Fr. Vogl Bettina, 0664/1238547;    
Meijer-Krones;Hauptstraße  27;;Heiligenkreuz;2532;0;6;;    
Arealis;Hauptstraße 107;;Breitenfurt;2384;0;8;; An die Hausinhabung des Hauses Hauptstraße 107 2384 Breitenfurt
Raika;Hauptstraße 12;;Deutsch-Wagram;2232;0;04 10;;    
Schönere Zukunft1;Hauptstraße 123;;Kritzendorf;3420;0;4;;    
Schönere Zukunft;Hauptstraße 139/Haus Garten;;Klosterneuburg-Kierling;3400;;03 06 11;Nein, ;WEG  Hauptstraße 139 Haus Garten 3400 Klosterneuburg-Kierling
Schönere Zukunft;Hauptstraße 139/Post;;Klosterneuburg-Kierling;3400;;8;Nein, ;WEG  Hauptstraße 139 3400 Klosterneuburg-Kierling
Schönere Zukunft;Hauptstraße 153-155a Circin-Hof;;Kritzendorf;3400;;05 11;;WEG  Hauptstraße 153-155a 3400 Klosterneuburg-Kritzendorf
Schönere Zukunft1;Hauptstraße 172;;Kritzendorf;3400;0;05 11;;    
Schönere Zukunft1;Hauptstraße 182-188;;Kritzendorf;3400;0;05 11;;    
Siegl;Hauptstraße 2;;Mödling;2340;0;05 11;;Hausinhabung  Hauptstraße 2 2340 Mödling
Schönere Zukunft1;Hauptstraße 21;;Haringsee;2286;;11;Hr. Rommer, 0664/5734571;    
Zeilner;Hauptstraße 223-225;;Wien;3400;0;nz;; Wohnungseigentumsgemeinschaft Hauptstraße 223-225  Kierling
Arealis;Hauptstraße 27;;Neulengbach;3040;0;8;;ATU65254066 An die Hausinhabung des Hauses Hauptstraße 27 3040 Neulengbach
IMV;Hauptstraße 31;;Mödling;2340;0;6;;Eowyn Immobilien GmbH & Co OG    
Schönere Zukunft1;Hauptstraße 31-33/1+2;;Zistersdorf;2225;0;10;Fr. Lucas, 0664/73521749;    
Schönere Zukunft1;Hauptstraße 31-33/3;;Zistersdorf;2225;0;10;Fr. Lucas, 0664/73521749;    
Schönere Zukunft1;Hauptstraße 31-33/4+5;;Zistersdorf;2225;0;10;Fr. Lucas, 0664/73521749;    
Schönere Zukunft1;Hauptstraße 33;;Gablitz;3003;0;8;Fr. Bejdl, ;    
Schönere Zukunft1;Hauptstraße 35a;;Gablitz;3003;;03 06 11;Nein, ;    
Schönere Zukunft1;Hauptstraße 35b;;Gablitz;3003;;03 06 11;Nein, ;    
Marktgemeinde;Hauptstraße 37;;Maria Enzersdorf;2344;0;04 10;;Rathaus    
Schönere Zukunft;Hauptstraße 39 Weidling;;Klosterneuburg;3400;;8;Fr. Steiner, 0664/1022002;WEG  Hauptstraße 39 3400 Klosterneuburg-Weidling
Energeia;Hauptstraße 41;;Klosterneuburg;3400;0;10;;HI des Hauses  Hauptstraße 41 3400 Klosterneuburg
Siegl;Hauptstraße 42;;Maria Enzersdorf;2344;0;4;;Hausinhabung  Hauptstraße 42 2344 Maria Enzersdorf
Rieppl;Hauptstraße 46;;Hautzendorf;2123;0;5;;    
Marktgemeinde;Hauptstraße 52;;Maria Enzersdorf;2344;0;04 10;;Schlößchen a.d. Weide    
APPL;Hauptstraße 60-62;;Kritzendorf;3420;;nz;Fr. Neubauer, ;WEG  Hauptstraße 60-62 3420 Kritzendorf
Novak;Hauptstraße 66;;Mauerbach;3001;0;11;; Eigentümergemeinschaft des Hauses Hauptstraße 66 3001 Mauerbach
Diverse;Hauptstraße 67;;Unterhautzenthal;;0;11;;    
Siegl;Hauptstraße 70-72;;Maria Enzersdorf;2344;0;10;;An die WEG  Hauptstraße 70-72 2344 Maria Enzersdorf
Neller;Hausgrundweg 6;;Wien;1220;22;5;;WEG-Hausgrundweg 6    
Örag;Hauslabgasse 32;;Wien;1050;5;11;;ERMIONE    
Schönere Zukunft;Hauslehen 131/1+2;;Opponitz;3342;;nz;Mandl Birgit, 07444/7617;WEG Stiege 1 und 2 Hauslehen 131 3342 Opponitz
Schönere Zukunft;Hauslehen 140-145;;Opponitz;3342;;nz;;    
IS Immobilien;Haydngasse 5;;Wien;1060;6;03 07 11;; MEG Haydngasse 5 1060 Wien
Energeia;Haymogasse 53;;Wien;1230;23;11;;WEG 1230 Wien, Haymogasse 53    
Arealis;Hegelgasse 6;;Wien;1010;1;6;Fr. Schiendl, 0664/5153409; An die Hausinhabung des Hauses Hegelgasse 6 1010 Wien
ÖVW-E;Heigerleinstraße 19;;Wien;1160;16;nz;; An die HGM Heigerleinstraße 16 1160 Wien
Schönere Zukunft;Heigerleinstraße 49;;Wien;1170;17;4;Fr. Nedeljkovic, 0699/81425314;WEG  Heigerleinstraße 49 1170 Wien
Kantor;Heiligenstädter Straße 8;;Wien;1090;9;nz;;Heiligenstädter Straße 8 1090 Wien   
Buwog FM;Heiligenstädterstraße 117;;Wien;1190;19;10;;Immofinanz Immobilien Vermietungs GesmbH   
Arealis;Heiligenstädterstrasse 181;;Wien;1190;19;6;; An die Hausinhabung des Hauses Heiligenstädterstrasse 181 1190 Wien
PCC;Heiligenstädterstraße 195;;Wien;1190;19;3;;    
Resag Home;Heiligenstädterstraße 9;;Wien;1190;19;nz;;Hi des Hauses  Heiligenstädterstraße 9 1190 Wien
IMV;Heiligenstädterstraße 95;;Wien;1190;19;05 08 11;Fr. Mitulovic, 0676/5635220;ESI Beta Immobilienentwicklungs und Verwertungs GmbH ATU61778712   
Argos;Heindlgasse 6;;Wien;1160;16;04 10;; HI des Hauses Heindlgasse 6 1160 Wien
Örag;Heinrich Collin Straße 1;;Wien;1140;14;nz;;Center Heinrich Collin Straße 1 Vermietungs GmbH & Co KG   
Steinbrecher;Heinrich Pevny Gasse 1;;Schwechat/Mannswörth;2323;0;11;;An die WEG des Hauses  Heinrich Pevny Gasse 1 2323 Schwechat/Mannswörth
Energeia;Hellwagstraße 4-8;;Wien;1020;2;11;;WEG  Hellwagstraße 4-8 1020 Wien
HV Zickler;Herbeckstraße 108;;Wien;1180;8;nz;; WG  des Hauses Herbeckstraße 108 1180 Wien
Regelsberger;Herbeckstraße 5;;Wien;1180;18;11;Nein, ;Hausinhabung Herbeckstraße 5    
Örag;Herbeckstraße 86;;Wien;1180;18;3;;B70 Immobilienverwaltung OG    
IMV;Herbststraße 66;;Wien;1160;16;4;;Dr. Jelitzka + Partner Vermögensbeteiligungs u. Immobilientreuhand GmbH & Co KG   
Doloszeski;Herklotzgasse 11;;Wien;1150;15;4;;An die HI des Hauses  Herklotzgasse 11 1150 Wien
Nistelberger;Hermesstraße  1c;;Wien;1130;13;3;Nein, ;WEG  Hermesstraße 1c 1130 Wien
IMV;Hermesstraße 76;;Wien;1130;13;11;;WEG Hermesstraße 76    
Schönere Zukunft;Herminengasse 2+4;;Kritzendorf;3400;;11;Fr. Hölzl, 02243/33507;WEG  Hermineng. 2+4 3400 Klosterneuburg-Kritzendorf
Schönere Zukunft;Herminengasse 6;;Kritzendorf;3400;;11;;WEG  Herminengasse  6 3400 Klosterneuburg-Kritzendorf
Resag Home;Hernalser Gürtel 37;;Wien;1170;17;3;; WEG Hernalser Gürtel 37 1170 Wien
IS Immobilien;Hernalser Hauptstraße 104;;Wien;1170;17;9;; Miteigentümergemeinschaft des Hauses Hernalser Hauptstraße 104 1170 Wien
Arealis;Hernalser Hauptstraße 119;;Wien;1170;17;7;; An die Hausinhabung des Hauses Hernalser Hauptstraße 119 1170 Wien
Örag;Hernalser Hauptstraße 127;;Wien;1170;17;7;; SIRIUS Immobilien Gmbh   
IMV;Hernalser Hauptstraße 182;;Wien;1170;17;4;;Hernalser Hauptstraße 182 GmbH & Co KG   
IMV;Hernalser Hauptstraße 20-22;;Wien;1170;17;6;; WEG Hernalser Hauptstraße 20-22 1170 Wien
IMV;Hernalser Hauptstraße 41;;Wien;1170;17;5;;Immobilientreuhand GmbH & Co KG Dr. Jelitzka+Partner Vermögensbeteiligung   
Buwog FM;Hernalser Hauptstraße 49;;Wien;1170;17;05 11;;AAC ANARCO Liegenschaftsverwaltung GmbH & Co KG    
Örag;Hernalser Hauptstraße 72-74;;Wien;1170;17;7;; POLLUX Immobilien Gmbh   
Resag Home;Hernsdorferstraße 19;;Wien;1140;14;3;;HI des Hauses  Hernsdorferstraße 19 1140 Wien
ONLINE;Hertha Firnberg Straße 16;;Wien;1100;10;3;Conserge, 0664/6395216; WEG Herta Firnberg Straße 16   
Premium;Herthergasse 12/Siebertgasse 30;;Wien;1120;12;nz;;Premium Siebertgasse 30 GmbH & Co KG ATU62903656   
HV Frieden;Herzmanskystraße 16-18;;Wien;1140;14;11;Fr. Petrovic, 0664/8736717;WEG Herzmanskystraße 16-18, 1140 Wien    
Siegl;Herzog-Albrecht-Straße 3;;Laxenburg;2361;0;5;;Hausinhabung    
Rauscher;Heschweg 187;;Wien;1140;14;8;;    
;Hessgasse 1;;Wien;1010;1;nz;;IMMOFINANZ TCT Liegenschaftverwertungs GmbH    
Nemeth;Hetzendorfer Straße 24;;Wien;1120;12;6;;WEG der Liegenschaft  Hetzendorfer Straße 24 1120 Wien
Resag Business;Hetzendorferstrasse 114;;Wien;1120;12;8;;MEG Hetzendorfer Str. 114    
Resag Home;Hetzendorferstraße 77a-79;;Wien;1120;12;03 06 09 11;; Hausinhabung des Hauses Hetzendorfer Straße 77a-79  
Arealis;Hetzendorferstraße 92A;;Wien;1120;12;05 11;;An die WEG des Hauses  Hetzendorferstraße 12A 1120 Wien
Resag Home;Hetzgasse 16;;Wien;1030;3;4;; WEG des Hauses Hetzgasse 16 1030 Wien
IMV;Hetzgasse 3a;;Wien;1030;3;04 10;;Premium Hetzgasse 3a GmbH & Co KG   
Arealis;Hetzgasse 42;;Wien;1030;3;6;; An die Hausinhabung des Hauses Hetzgasse 42 1030 Wien
IS Immobilien;Hetzgasse/Seidlgasse 20/6;;Wien;1030;3;7;;ATU58302107 Miteigentümergemeinschaft Hetzgasse 20/Seidlgasse 6 1030 Wien
Resag Home;Hickelgassse 21;;Wien;1140;14;nz;;An die Hausinhabung  Hickelgasse 21 1140 Wien
HV Zickler;Hietzinger Hauptstraße 124a;;Wien;1130;13;nz;; An die WEG Hietzinger Hauptstraße 124A 1130 Wien
Türkei;Hietzinger Hauptstraße 29;;Wien;1130;13;6;; Konsulat der Republik Türkei   
Resag Home;Hietzinger Hauptstraße 64;;Wien;1130;13;11;; WEG des Hauses Hietzinger Hauptstraße 64 1130 Wien
Arealis;Hietzinger Kai 137a;;Wien;1130;13;7;; An die Hausinhabung des Hauses Hietzinger Kai 137a 1130 Wien
IMVT;Hietzinger Kai 139/Preindlgasse 38-40;;Wien;1130;13;6;;Semper Constantia Immo Invest GmbH    
Buwog FM;Hietzinger Kai 67-69;;Wien;1130;13;04 10;Nein, ;Aedificio Liegenschafts- und Beteiligungs GmbH    
;Hietzinger Kai 85;;Wien;1130;13;nz;;CPB Grundstücks- und Mobilien Vermietungs GmbH   
Rustler;Hietzinger Kai 87;;Wien;1130;13;nz;;CPB Grundstücks-, u. Mobilien Vermietungs GmbH    
IMV;Hilschergasse 15;;Wien;1120;12;5;; WEG Hilschergasse 15   
IS Immobilien;Hilschergasse 19;;Wien;1120;12;nz;;Hausinhabung    
HV Zickler;Hilschergasse 4;;Wien;1120;12;11;Fr. Pab….?, 0699/10670012;Hi des Hauses  Hilschergasse 4 1120 Wien
Haindl;Himmelstraße 37;;Wien;1190;19;11;;    
;Himmelstraße 55;;Wien;1190;19;nz;;    
Scheriau;Himmelstraße 55a;;Wien;1190;19;nz;;    
Arealis;Hintere Zollamtsstraße 15;;Wien;1030;3;8;, 01/9676407;An die Hausinhabung des Hauses  Hintere Zollamtsstraße 15 1030 Wien
IMVT;Hintere Zollamtstraße 17;;Wien;1030;3;4;Nein, ; Pay Life Bank GmbH   
Marhold & Partner;Hippgasse 33;;Wien;1160;16;nz;; HI 1160, Hippgasse 33   
Gin;Hirschfeldweg 1 (Hofwiesengasse 23);;Wien;1130;13;05 11;Fr. Hodik, 0664/4053316;    
Siegl;Hochstraße 13;;Wien;1230;23;03 06 11;Nein, ;WEG  Hochstraße 13 1230 Wien
Schönere Zukunft;Hochwaldsiedlung 273;;Semmering;2680;0;10;Hr. Seratschin, 0664/9985791;WEG  Hochwaldsiedlung 273 2680 Semmering
Schönere Zukunft;Hochwaldsiedlung 274;;Semmering;2680;0;10;Hr. Seratschin, 0664/9985791;WEG  Hochwaldsiedlung 274 2680 Semmering
Schönere Zukunft;Hochwaldsiedlung 275;;Semmering;2680;0;10;Hr. Seratschin, 0664/9985791;WEG  Hochwaldsiedlung 275 2680 Semmering
Schönere Zukunft;Hochwaldsiedlung 278;;Semmering;2680;0;10;Hr. Seratschin, 0664/9985791;WEG  Hochwaldsiedlung 278 2680 Semmering
Schönere Zukunft;Hochwaldsiedlung 279;;Semmering;2680;0;10;Hr. Seratschin, 0664/9985791;WEG  Hochwaldsiedlung 279 2680 Semmering
Schönere Zukunft;Hochwaldsiedlung 280;;Semmering;2680;0;10;Hr. Seratschin, 0664/9985791;WEG  Hochwaldsiedlung 280 2680 Semmering
Hofer Sattledt;Hofer Sattledt;;Sattledt;;;nz;;    
IMV;Höfergasse 7a;;Wien;1090;9;4;;Walter Immo-Real LKW Walter AG & Co OHG    
IS Immobilien;Hoffmeistergasse 6;;Wien;1120;12;7;; Miteigentümergemeinschaft Hoffmeistergasse 6 1120 Wien
Buwog FM;Hofmanngasse 6;;Wien;1180;18;9;Nein, ;IMMOFINANZ Aleos Anlagen Leasing GmbH   
Resag Home;Hofmühlgasse 3-5;;Wien;1060;6;11;;HI des Hauses  Hofmühlgasse 3-5 1060 Wien
Arealis;Hohenauergasse 11;;Wien;1190;19;9;;ATU36848408 Donau Versicherung   
IMV;Hoher Markt 12;;Wien;1010;1;4;;MEG Hoher Markt 12    
IMV;Hohlweggasse 24;;Wien;1030;3;nz;;Premium Projektverwaltung GmbH & Co Hohlweggasse 24 KEG   
Resag Home;Hohlweggasse 30;;Wien;1030;3;nz;;Hi des Hauses  Hohlweggasse 30 1030 Wien
IMV;Holbeingasse 6;;Wien;1100;10;8;;Bank Austria Real Invest Immobilien- Kapitalanlage GmbH     ATU62749128   
Arealis;Hollergasse 31;;Wien;1150;15;9;Ja, ;An die Hausinhabung des Hauses  Hollergasse 31 1150 Wien
IS Immobilien;Hollergasse 38;;Wien;1150;15;7;;ATU57807519 MEG Hollergasse 38   
IMV;Hollergasse 46;;Wien;1150;15;nz;;Premium Reichsapfelgasse 27/Hollergasse 46 GmbH & Co KG   
Resag Home;Hollergasse 9;;Wien;1150;15;nz;; An die WEG  des Hauses Hollergasse 9 1150 Wien
IMV;Holochergasse 20;;Wien;1150;15;nz;Fr. Sorizan, 0699/19911202;Dr. Ulrike Huber    
Örag;Holochergasse 47;;Wien;1150;15;3;Hr. Markovic, 0664/8689771; WV Immobilien GmbH & Co   
Dreger;Hormayrgasse 51;;Wien;1170;17;nz;; WEG Hormayrgasse 51 1170 Wien
IMV;Hormayrgasse 58;;Wien;1170;17;3;;Premium Projektverwaltung GmbH & CO Hormayergasse 58 KG   
IS Immobilien;Hormayrgasse 59;;Wien;1170;17;05 11;; Mmag. Julia PENGG Hormayrgasse 59 1170 Wien
IS Immobilien;Hornbostelg. 8-10/Gumpendorferstraße 131;;Wien;1060;6;9;; Miteigentümergemeinschaft Hornbostelgasse 8-10/Gumpendorferstr. 131 1060 Wien
Resag Business;Horneckgasse 12-14;;Wien;1170;17;4;;MEG  Horneckgasse 12-14 1170 Wien
Mischek;Hugo Mischek-Straße 10;;Gerasdorf;2201;0;10;;    
ÖVW-E;Hugogasse 4;;Wien;1110;11;nz;; An die HGM Hugogasse 4 1110 Wien
PCC;Humboldtgasse 28;;Wien;1100;10;4;; HI des Hauses Humboldtgasse 28 1100 Wien
IMV;Humboldtgasse 38;;Wien;1100;10;9;;Bank Austria Real Invest                      ATU56650859 Immobilien Kapitalanlage GMBH   
Neues Leben;Hummelgasse 68;;Wien;1130;13;11;; WEG Hummelgasse 68, 1130 Wien   
HV Frieden;Hummelgasse 74-76;;Wien;1130;13;nz;;WEG 1130, Hummelgasse 74-76    
HV Frieden;Hummelgasse 78;;Wien;1130;13;11;Fr. Majstorovic, 069911056205;WEG 1130, Hummelgasse 78    
Baier Böhm;Hustergasse 7-9;;Wien;1140;14;11;;Hausinhabung des Hauses  Hustergasse 7-9 1140 Wien
Schönere Zukunft;Hüttelbergstraße 29;;Wien;1140;14;11;Hr. Staller, ;WEG  Hüttelbergstraße 29 1140 Wien
Arealis;Hüttelbergstrasse 37;;Wien;1140;14;nz;; An die Hausinhabung des Hauses Hüttelbergstraße 37 1140 Wien
Örag;Hütteldorfer Straße 161;;Wien;1140;14;7;;Neptun Immobilien GmbH & Co OG    
IMV;Hütteldorfer Straße 233;;Wien;1140;14;3;; PREMIUM Hütteldorfer Straße 233 GmbH & Co KG   
Arealis;Hütteldorfer Straße 331;;Wien;1140;14;7;; An die WEG des Hauses Hütteldorfer Straße 331 1140 Wien
Buwog FM;Hütteldorfer Straße 56;;Wien;1150;15;9;;UID-Nummer: ATU59061400 Reviva Immobilien AG   
Arealis;Hütteldorfer Straße 85;;Wien;1150;15;7;;An die WEG des Hauses  Hütteldorfer Straße 85 1150 Wien
Resag Home;Hütteldorferstraße 167;;Wien;1140;14;7;Fr. Bosic, 0699/12940635;Conwert Immobilien GmbH    
ONLINE;Hütteldorferstraße 181;;Wien;1140;14;6;; Palmers AG   
IMV;Hütteldorferstraße 217/Mitisgasse 19;;Wien;1140;14;8;;PREMIUM HütteldorferStraße 217 GmbH & Co KG    
HV Frieden;Hütteldorferstraße 257c;;Wien;1140;14;11;Fr. Haupt, 0676/7555592;WEG 1140, Hütteldorferstraße 257c    
Otto Friedrich&Partner;Hütteldorferstraße 315;;Wien;1140;14;nz;; WEG 1140 Wien, Hütteldorferstraße 315   
ONLINE;Hütteldorferstraße 94;;Wien;1140;14;8;; Rauter & Partner GesmbH   
Buwog FM;Hutweidengasse 22/Scherpegasse;;Wien;1190;19;4;Nein, ;IMMOFINANZ Aleos Anlagen Leasing GmbH   
IMV;Hutweidengasse 40;;Wien;1190;19;4;;Hutweidengasse 40 Liegenschaftsverwaltung GmbH    
IMV;Hutweidengasse 44;;Wien;1190;19;4;;ATU60534933 WALTER IMMOREAL LKW Walter AG  Co OHG   
Nemeth;Hutweidengasse 5;;Wien;1190;19;nz;; HI des Hauses Hutweidengasse 5 1190 Wien
IMV;Hutweidengasse 6;;Wien;1190;19;4;;Walter IMMOREAL LKW Walter AG & Co OHG UID-Nr. ATU60534933   
ONLINE;Hutweidengasse 60A;;Wien;1190;19;9;; Walter Immo-Real LKW Walter AG & Co OHG   
ONLINE;Hutweidengasse 60B;;Wien;1190;19;9;; WEG 1190 Wien, Hutweidengasse 60B   
Siegl;Hyrtlstraße 10/Schulweg 5;;Mödling;2340;0;4;;Hausinhabung    
Siegl;Hyrtlstraße 37;;Mödling;2340;0;4;;Hausinhabung    
Schönere Zukunft;Im Vogelsang Haus 13;;Waidhofen/Ybbs;3340;;nz;;WEG  Im Vogelsang 13 3340 Waidhofen/Ybbs
Schönere Zukunft;Im Vogelsang Haus 14;;Waidhofen/Ybbs;3340;;nz;;WEG  Im Vogelsang 14 3340 Waidhofen/Ybbs
Neue HV;Im Vogelsang Haus 15;;Waidhofen/Ybbs;3340;;nz;;WEG  Im Vogelsang 15 3340 Waidhofen/Ybbs
Schönere Zukunft;Im Vogelsang Haus 19+20;;Waidhofen/Ybbs;3340;;nz;;WEG  Im Vogelsang 19+20 3340 Waidhofen/Ybbs
Schönere Zukunft;Im Vogelsang Haus 21;;Waidhofen/Ybbs;3340;;nz;;WEG  Im Vogelsang 21 3340 Waidhofen/Ybbs
Schönere Zukunft;Im Vogelsang Haus 22+23;;Waidhofen/Ybbs;3340;;nz;Kronsteiner Rita, 07442/56552;WEG  Im Vogelsang 22+23 3340 Waidhofen/Ybbs
Schönere Zukunft;Im Vogelsang Haus 24+25;;Waidhofen/Ybbs;3340;;nz;Nein, ;WEG  Im Vogelsang 24+25 3340 Waidhofen/Ybbs
Schönere Zukunft;Im Vogelsang Haus 26;;Waidhofen/Ybbs;3340;;nz;Nein, ;WEG  Im Vogelsang 26 3340 Waidhofen/Ybbs
Schönere Zukunft;Im Vogelsang Haus 27;;Waidhofen/Ybbs;3340;;nz;Nein, ;WEG  Im Vogelsang 27 3340 Waidhofen/Ybbs
